idx,session_id,camera_id,presented_order,time_ms,label_state,sub_label,attributes,confidence,is_uncertain,desc_major,desc_sub,desc_attrs,description,nl_tags,desc_major_encoded,observation.robot_state.joint_positions_2,action.joint_position_0,action.target_cartesian_position_1,action.joint_position_2,action.cartesian_position_1
220,Mon_May_15_22_22_44_2023,20103212,220,0,,,,,0,,,,,,0,-0.032108135521411896,-0.029837588779628277,-0.048987497092411736,-0.03346755472011864,-0.04324729710859277
221,Mon_May_15_22_22_44_2023,20103212,221,0,,,,,0,,,,,,0,-0.0337093360722065,-0.03863556124269962,-0.052510728180446775,-0.02670307783409953,-0.04526701047645455
222,Mon_May_15_22_22_44_2023,20103212,222,0,,,,,0,,,,,,0,-0.03436756506562233,-0.04317382536828518,-0.05513219324421148,-0.02465241029858589,-0.04710955512773715
223,Mon_May_15_22_22_44_2023,20103212,223,0,,,,,0,,,,,,0,-0.034274980425834656,-0.03839797340333462,-0.058779629626214136,-0.034993029839824885,-0.049634146060176056
224,Mon_May_15_22_22_44_2023,20103212,224,0,,,,,0,,,,,,0,-0.034151457250118256,-0.04613887704908848,-0.061838191382280194,-0.030569960828870535,-0.05212305640138358
225,Mon_May_15_22_22_44_2023,20103212,225,0,,,,,0,,,,,,0,-0.03463093563914299,-0.04995238035917282,-0.06614126561152639,-0.031846337020397186,-0.05517296604092308
226,Mon_May_15_22_22_44_2023,20103212,226,0,,,,,0,,,,,,0,-0.03481940180063248,-0.0671731922775507,-0.07080353819426494,-0.019338862970471382,-0.05850883209368809
227,Mon_May_15_22_22_44_2023,20103212,227,0,,,,,0,,,,,,0,-0.03502599149942398,-0.04857404017820954,-0.04987623542547226,-0.028313239105045795,-0.05211535096168518
228,Mon_May_15_22_22_44_2023,20103212,228,0,,,,,0,,,,,,0,-0.034436389803886414,-0.05403197603300214,-0.04987623542547226,-0.027350444812327623,-0.05458597093820572
229,Mon_May_15_22_22_44_2023,20103212,229,0,,,,,0,,,,,,0,-0.03379169851541519,-0.05834056809544563,-0.04987623542547226,-0.026883626356720924,-0.05686289444565773
230,Mon_May_15_22_22_44_2023,20103212,230,0,,,,,0,,,,,,0,-0.033379506319761276,-0.06134195392951369,-0.04987623542547226,-0.026446839328855276,-0.05846942216157913
231,Mon_May_15_22_22_44_2023,20103212,231,0,,,,,0,,,,,,0,-0.0329890102148056,-0.06252762768417597,-0.04987623542547226,-0.025947516784071922,-0.058918505907058716
232,Mon_May_15_22_22_44_2023,20103212,232,0,,,,,0,,,,,,0,-0.03247932717204094,-0.06251264968886971,-0.04987623542547226,-0.02527335286140442,-0.05848105996847153
233,Mon_May_15_22_22_44_2023,20103212,233,0,,,,,0,,,,,,0,-0.0317813940346241,-0.06244123447686434,-0.04987623542547226,-0.024603677447885275,-0.05800682306289673
234,Mon_May_15_22_22_44_2023,20103212,234,0,,,,,0,,,,,,0,-0.03103981912136078,-0.06236116215586662,-0.04987623542547226,-0.02398239867761731,-0.05755452811717987
235,Mon_May_15_22_22_44_2023,20103212,235,0,,,,,0,,,,,,0,-0.030350929126143456,-0.06232709717005491,-0.04987623542547226,-0.023622168228030205,-0.05729608237743378
236,Mon_May_15_22_22_44_2023,20103212,236,0,,,,,0,,,,,,0,-0.029965715482831,-0.0623310967348516,-0.04987623542547226,-0.023524707183241844,-0.05722903460264206
237,Mon_May_15_22_22_44_2023,20103212,237,0,,,,,0,,,,,,0,-0.029870690777897835,-0.062360113486647606,-0.04987623542547226,-0.023504014126956463,-0.057229042053222656
238,Mon_May_15_22_22_44_2023,20103212,238,0,,,,,0,,,,,,0,-0.029864149168133736,-0.062368395272642374,-0.04987623542547226,-0.023495236877352,-0.05722525343298912
239,Mon_May_15_22_22_44_2023,20103212,239,0,,,,,0,,,,,,0,-0.029861092567443848,-0.062361161690205336,-0.04987623542547226,-0.023460414726287127,-0.05719874054193497
240,Mon_May_15_22_22_44_2023,20103212,240,0,,,,,0,,,,,,0,-0.029826108366250992,-0.062374051194638014,-0.04987623542547226,-0.02341921953484416,-0.057181619107723236
241,Mon_May_15_22_22_44_2023,20103212,241,0,,,,,0,,,,,,0,-0.029799684882164,-0.06239291746169329,-0.04987623542547226,-0.023416906129568815,-0.05719161033630371
242,Mon_May_15_22_22_44_2023,20103212,242,0,,,,,0,,,,,,0,-0.029799271374940872,-0.06238202005624771,-0.04987623542547226,-0.023397228214889765,-0.05717191845178604
243,Mon_May_15_22_22_44_2023,20103212,243,0,,,,,0,,,,,,0,-0.02977694757282734,-0.06238007824867964,-0.04987623542547226,-0.023364559281617403,-0.05715063959360123
244,Mon_May_15_22_22_44_2023,20103212,244,0,,,,,0,,,,,,0,-0.029753126204013824,-0.0623952504247427,-0.04987623542547226,-0.023366074543446302,-0.0571608804166317
245,Mon_May_15_22_22_44_2023,20103212,245,0,,,,,0,,,,,,0,-0.02975538559257984,-0.06239574356004596,-0.04987623542547226,-0.023360928520560265,-0.0571574904024601
246,Mon_May_15_22_22_44_2023,20103212,246,0,,,,,0,,,,,,0,-0.02975483238697052,-0.06239383155480027,-0.04987623542547226,-0.023347039707005024,-0.05714777857065201
247,Mon_May_15_22_22_44_2023,20103212,247,0,,,,,0,,,,,,0,-0.029738623648881912,-0.06239937013015151,-0.04987623542547226,-0.023338318802416325,-0.05714595317840576
248,Mon_May_15_22_22_44_2023,20103212,248,0,,,,,0,,,,,,0,-0.029742462560534477,-0.06240331521257758,-0.04987623542547226,-0.02334423828870058,-0.0571514368057251
249,Mon_May_15_22_22_44_2023,20103212,249,0,,,,,0,,,,,,0,-0.029734361916780472,-0.062396029476076365,-0.04987623542547226,-0.023334588389843702,-0.05714038759469986
